"FOLIO","VIV_SEL","HOGAR","N_REN","PAREN","SEXO","EDAD","P4_5","P4_6","NIVEL","GRADO","P4_8","P4_9","P4_10_1","P4_10_2","P4_10_3","ALFABETISMO","ENT","TLOC","FAC_HOG","EST_DIS","UPM_DIS"
"29157","03","1","04","3","1","21","2","","06","3","","6","17","02","","1","31","1",820,"450","0004529"
"29157","03","1","03","3","2","20","2","","06","3","","6","29","08","1","1","31","1",820,"450","0004529"
"29158","05","1","01","1","1","39","2","","06","3","","2","11","06","","1","31","1",820,"450","0004529"
"29158","05","1","03","3","1","10","2","","02","4","1","","","","","1","31","1",820,"450","0004529"
"29158","05","1","02","6","2","60","2","","04","3","","4","07","10","1","1","31","1",820,"450","0004529"
"29159","01","1","01","1","1","62","2","","04","3","","5","19","06","","1","31","1",624,"449","0004530"
"29159","01","1","02","2","2","61","2","","08","4","","5","19","03","","1","31","1",624,"449","0004530"
"29159","01","1","03","3","2","27","2","","08","4","","6","19","07","","1","31","1",624,"449","0004530"
"29159","01","1","04","3","1","22","2","","08","3","","6","12","08","1","1","31","1",624,"449","0004530"
"29159","01","1","05","7","2","51","2","","00","0","9","6","08","11","","9","31","1",624,"449","0004530"
"29160","02","1","01","1","1","41","2","","06","1","","5","03","07","","1","31","1",624,"449","0004530"
"29160","02","1","02","2","2","47","2","","08","4","","5","21","04","1","1","31","1",624,"449","0004530"
"29160","02","1","03","3","1","18","2","","06","3","","6","29","07","","1","31","1",624,"449","0004530"
"29161","03","1","01","1","1","40","2","","06","2","","1","10","11","","1","31","1",624,"449","0004530"
"29161","03","1","02","2","2","55","2","","03","2","","1","01","10","1","1","31","1",624,"449","0004530"
"29161","03","1","03","3","2","27","2","","03","3","","2","31","08","","1","31","1",624,"449","0004530"
"29161","03","1","05","3","1","20","2","","06","3","","6","24","07","","1","31","1",624,"449","0004530"
"29161","03","1","04","3","1","26","2","","03","1","","2","22","09","","1","31","1",624,"449","0004530"
"29161","03","1","08","4","2","06","2","","01","2","2","","","","","2","31","1",624,"449","0004530"
"29161","03","1","09","4","1","05","2","","01","2","2","","","","","2","31","1",624,"449","0004530"
"29161","03","1","07","4","1","08","2","","02","1","1","","","","","1","31","1",624,"449","0004530"
"29161","03","1","06","4","2","10","2","","02","3","1","","","","","1","31","1",624,"449","0004530"
"29162","04","1","01","1","1","33","2","","06","3","","5","12","11","1","1","31","1",624,"449","0004530"
"29162","04","1","02","2","2","28","2","","03","3","","5","16","11","","1","31","1",624,"449","0004530"
"29163","05","1","01","1","2","50","2","","03","3","","5","21","10","1","1","31","1",624,"449","0004530"
"29163","05","1","02","2","1","55","2","","03","3","","5","28","03","","1","31","1",624,"449","0004530"
"29163","05","1","05","3","1","12","2","","02","5","1","6","","","","1","31","1",624,"449","0004530"
"29163","05","1","04","3","2","23","2","","08","3","","1","09","12","","1","31","1",624,"449","0004530"
"29163","05","1","06","4","2","02","","","","","","","","","","","31","1",624,"449","0004530"
"29163","05","1","03","5","1","23","2","","06","3","","1","16","04","","1","31","1",624,"449","0004530"
"29164","01","1","01","1","1","55","2","","08","6","","5","15","01","","1","31","1",524,"449","0004531"
"29164","01","1","02","2","2","46","2","","03","3","","5","21","09","","1","31","1",524,"449","0004531"
"29164","01","1","04","3","2","24","2","","08","3","","6","26","10","","1","31","1",524,"449","0004531"
"29164","01","1","03","3","1","21","2","","06","2","","1","09","09","","1","31","1",524,"449","0004531"
"29164","01","1","05","5","2","20","2","","06","2","","1","15","02","1","1","31","1",524,"449","0004531"
"29165","02","1","01","1","2","56","1","1","08","3","","5","14","11","","1","31","1",524,"449","0004531"
"29165","02","1","02","2","1","67","1","1","08","3","","5","21","01","1","1","31","1",524,"449","0004531"
"29166","03","1","01","1","2","90","2","","10","5","","4","05","02","1","1","31","1",524,"449","0004531"
"29167","01","1","01","1","2","42","2","","06","1","","6","06","09","1","1","31","1",568,"449","0004532"
"29167","01","1","02","3","2","15","2","","03","3","","6","","","","1","31","1",568,"449","0004532"
"29167","01","1","03","3","2","11","2","","02","5","1","","","","","1","31","1",568,"449","0004532"
"29168","02","1","01","1","1","80","2","","00","0","1","5","06","10","","1","31","1",568,"449","0004532"
"29168","02","1","02","2","2","73","2","","03","3","","5","31","08","","1","31","1",568,"449","0004532"
"29168","02","1","03","3","1","38","2","","08","5","","5","26","08","1","1","31","1",568,"449","0004532"
"29168","02","1","05","4","2","05","2","","01","2","1","","","","","1","31","1",568,"449","0004532"
"29168","02","1","04","5","2","98","2","","08","5","","5","25","07","","1","31","1",568,"449","0004532"
"29169","03","1","01","1","2","48","2","","08","4","","6","26","06","1","1","31","1",568,"449","0004532"
"29169","03","1","02","3","2","17","2","","06","2","","6","","","","1","31","1",568,"449","0004532"
"29170","04","1","01","1","1","50","2","","06","3","","6","14","06","","1","31","1",568,"449","0004532"
"29170","04","1","06","4","2","18","2","","06","1","","6","27","07","1","1","31","1",568,"449","0004532"
"29170","04","1","08","7","1","08","2","","02","2","1","","","","","1","31","1",568,"449","0004532"
"29170","04","1","03","7","1","35","2","","06","3","","6","18","09","","1","31","1",568,"449","0004532"
"29170","04","1","07","7","1","09","2","","02","3","1","","","","","1","31","1",568,"449","0004532"
"29170","04","1","04","7","2","53","2","","02","6","1","1","17","08","","1","31","1",568,"449","0004532"
"29170","04","1","02","7","2","37","2","","03","3","","2","11","05","","1","31","1",568,"449","0004532"
"29170","04","1","05","7","1","62","2","","02","6","1","5","03","07","","1","31","1",568,"449","0004532"
"29171","05","1","01","1","1","34","2","","03","3","","1","31","07","1","1","31","1",568,"449","0004532"
"29171","05","1","02","2","2","34","2","","03","3","","1","13","02","","1","31","1",568,"449","0004532"
"29171","05","1","03","3","2","10","2","","02","3","1","","","","","1","31","1",568,"449","0004532"
"29171","05","1","05","3","2","05","2","","01","2","2","","","","","2","31","1",568,"449","0004532"
"29171","05","1","04","3","2","08","2","","02","1","1","","","","","1","31","1",568,"449","0004532"
"29172","03","1","01","1","1","32","2","","08","5","","1","05","09","1","1","31","1",715,"448","0004533"
"29172","03","1","03","2","2","24","2","","06","3","","1","17","06","","1","31","1",715,"448","0004533"
"29172","03","1","02","6","2","65","2","","02","5","1","4","11","11","","1","31","1",715,"448","0004533"
"29173","04","1","01","1","1","31","2","","08","5","","1","29","09","1","1","31","1",715,"448","0004533"
"29173","04","1","02","2","2","32","1","1","08","5","","1","18","02","","1","31","1",715,"448","0004533"
"29173","04","1","03","3","2","08","2","","02","1","1","","","","","1","31","1",715,"448","0004533"
"29173","04","1","04","3","2","06","2","","01","1","1","","","","","1","31","1",715,"448","0004533"
"29174","05","1","01","1","2","65","2","","02","2","2","5","16","09","","2","31","1",715,"448","0004533"
"29174","05","1","02","2","1","79","2","","02","4","1","5","15","02","1","1","31","1",715,"448","0004533"
"29175","03","1","01","1","1","40","2","","04","3","","5","20","08","","1","31","1",735,"448","0004534"
"29175","03","1","02","2","2","38","2","","03","3","","5","02","03","1","1","31","1",735,"448","0004534"
"29175","03","1","03","3","1","11","2","","02","5","1","","","","","1","31","1",735,"448","0004534"
"29176","04","1","01","1","1","58","2","","02","3","1","5","19","06","","1","31","1",735,"448","0004534"
"29176","04","1","02","2","2","62","2","","07","3","","5","26","10","","1","31","1",735,"448","0004534"
"29176","04","1","03","3","2","34","2","","08","4","","5","31","03","","1","31","1",735,"448","0004534"
"29176","04","1","05","3","2","33","2","","08","4","","5","30","03","1","1","31","1",735,"448","0004534"
"29176","04","1","09","4","2","02","","","","","","","","","","","31","1",735,"448","0004534"
"29176","04","1","10","4","1","01","","","","","","","","","","","31","1",735,"448","0004534"
"29176","04","1","08","4","1","03","","","","","","","","","","","31","1",735,"448","0004534"
"29176","04","1","07","4","1","05","2","","01","1","2","","","","","2","31","1",735,"448","0004534"
"29176","04","1","06","5","1","33","2","","08","2","","5","11","02","","1","31","1",735,"448","0004534"
"29176","04","1","04","5","1","32","2","","08","2","","5","06","12","","1","31","1",735,"448","0004534"
"29177","05","1","01","1","1","67","2","","00","0","1","5","18","04","1","1","31","1",735,"448","0004534"
"29177","05","1","02","2","2","65","2","","00","0","1","5","26","08","","1","31","1",735,"448","0004534"
"29177","05","1","09","3","2","25","2","","06","3","","6","17","06","","1","31","1",735,"448","0004534"
"29177","05","1","04","3","1","28","2","","03","3","","5","25","08","","1","31","1",735,"448","0004534"
"29177","05","1","08","3","1","00","","","","","","","","","","","31","1",735,"448","0004534"
"29177","05","1","06","3","1","22","2","","06","2","","6","18","12","","1","31","1",735,"448","0004534"
"29177","05","1","05","3","2","30","2","","06","3","","6","18","06","","1","31","1",735,"448","0004534"
"29177","05","1","07","4","2","08","2","","01","3","2","","","","","2","31","1",735,"448","0004534"
"29177","05","1","03","5","2","26","2","","03","3","","5","27","12","","1","31","1",735,"448","0004534"
"29177","05","1","10","7","2","83","1","1","00","0","2","4","01","12","","2","31","1",735,"448","0004534"
"29178","01","1","01","1","2","55","2","","02","6","1","5","23","05","1","1","31","1",709,"448","0004535"
"29178","01","1","02","2","1","56","2","","07","3","","5","06","12","","1","31","1",709,"448","0004535"
"29178","01","1","03","4","2","16","2","","03","3","","6","","","","1","31","1",709,"448","0004535"
"29179","03","1","01","1","1","40","2","","08","5","","5","26","09","1","1","31","1",709,"448","0004535"
"29179","03","1","02","2","2","37","2","","08","5","","5","10","06","","1","31","1",709,"448","0004535"
"29179","03","1","04","3","2","02","","","","","","","","","","","31","1",709,"448","0004535"
"29179","03","1","03","3","2","07","2","","02","2","1","","","","","1","31","1",709,"448","0004535"
"29180","04","1","01","1","1","50","2","","03","3","","5","26","01","","1","31","1",709,"448","0004535"
"29180","04","1","02","2","2","55","2","","02","6","1","5","11","07","","1","31","1",709,"448","0004535"
"29180","04","1","04","3","1","19","2","","06","2","","6","13","06","1","1","31","1",709,"448","0004535"
"29180","04","1","03","3","2","25","2","","08","4","","6","30","09","","1","31","1",709,"448","0004535"
"29181","05","1","01","1","2","72","2","","02","4","1","5","06","06","1","1","31","1",709,"448","0004535"
"29181","05","1","02","2","1","67","2","","03","2","","5","13","04","","1","31","1",709,"448","0004535"
"29181","05","1","03","3","1","28","2","","08","4","","6","24","04","","1","31","1",709,"448","0004535"
"29182","01","1","01","1","1","49","2","","08","4","","5","24","10","1","1","31","1",675,"450","0004536"
"29182","01","1","02","2","2","46","2","","08","4","","5","17","10","","1","31","1",675,"450","0004536"
"29182","01","1","03","3","1","14","2","","03","1","","6","","","","1","31","1",675,"450","0004536"
"29183","02","1","01","1","1","65","2","","08","5","","5","05","12","1","1","31","1",675,"450","0004536"
"29183","02","1","02","2","2","63","2","","06","1","","5","31","10","","1","31","1",675,"450","0004536"
"29183","02","1","03","3","1","23","2","","08","4","","6","27","10","","1","31","1",675,"450","0004536"
"29184","03","1","01","1","1","85","2","","05","3","","5","21","03","","1","31","1",675,"450","0004536"
"29184","03","1","02","2","2","86","2","","05","3","","5","12","03","","1","31","1",675,"450","0004536"
"29184","03","1","03","3","2","46","2","","08","4","","2","11","12","1","1","31","1",675,"450","0004536"
"29185","04","1","01","1","1","37","2","","08","4","","5","09","12","","1","31","1",675,"450","0004536"
"29185","04","1","02","2","2","37","2","","08","4","","5","01","12","1","1","31","1",675,"450","0004536"
"29185","04","1","04","3","1","06","2","","01","3","2","","","","","2","31","1",675,"450","0004536"
"29185","04","1","05","3","1","04","","","","","","","","","","","31","1",675,"450","0004536"
"29185","04","1","03","3","1","12","2","","02","5","1","6","","","","1","31","1",675,"450","0004536"
"29186","05","1","01","1","1","62","2","","08","4","","5","25","08","1","1","31","1",675,"450","0004536"
"29186","05","1","02","2","2","51","2","","08","4","","5","28","01","","1","31","1",675,"450","0004536"
"29186","05","1","03","3","2","24","2","","08","5","","6","26","12","","1","31","1",675,"450","0004536"
"29186","05","1","04","8","2","47","2","","02","1","2","6","03","11","","2","31","1",675,"450","0004536"
"29187","01","1","01","1","2","43","2","","06","3","","3","28","08","1","1","31","1",658,"450","0004537"
"29188","03","1","01","1","1","34","2","","03","3","","5","20","12","","1","31","1",658,"450","0004537"
"29188","03","1","02","2","2","33","2","","03","3","","5","25","01","1","1","31","1",658,"450","0004537"
"29188","03","1","04","3","2","05","2","","01","2","2","","","","","2","31","1",658,"450","0004537"
"29188","03","1","03","3","1","09","2","","02","4","1","","","","","1","31","1",658,"450","0004537"
"29189","04","1","01","1","2","43","2","","10","2","","1","06","04","","1","31","1",658,"450","0004537"
"29189","04","1","02","2","1","68","2","","08","5","","1","21","06","1","1","31","1",658,"450","0004537"
"29190","05","1","01","1","2","48","2","","03","3","","1","22","05","1","1","31","1",658,"450","0004537"
"29190","05","1","02","2","1","55","2","","03","3","","1","15","05","","1","31","1",658,"450","0004537"
"29191","01","1","01","1","2","42","2","","03","3","","2","07","11","1","1","31","1",776,"448","0004538"
"29191","01","1","02","3","2","20","2","","08","1","","6","29","10","","1","31","1",776,"448","0004538"
"29192","03","1","01","1","1","51","2","","08","3","","5","29","09","1","1","31","1",776,"448","0004538"
"29192","03","1","02","2","2","39","2","","08","4","","5","08","12","","1","31","1",776,"448","0004538"
"29192","03","1","05","3","2","08","2","","02","2","1","","","","","1","31","1",776,"448","0004538"
"29192","03","1","04","3","2","10","2","","02","4","1","","","","","1","31","1",776,"448","0004538"
"29192","03","1","03","3","2","13","2","","03","1","","6","","","","1","31","1",776,"448","0004538"
"29193","04","1","01","1","1","29","2","","03","3","","3","22","10","1","1","31","1",776,"448","0004538"
"29194","05","1","01","1","1","51","2","","06","3","","5","28","08","1","1","31","1",776,"448","0004538"
"29194","05","1","02","2","2","50","2","","03","3","","5","11","11","","1","31","1",776,"448","0004538"
"29194","05","1","03","3","1","31","2","","06","3","","6","17","04","","1","31","1",776,"448","0004538"
"29195","01","1","01","1","2","54","2","","10","2","","4","18","11","1","1","31","1",604,"450","0004539"
"29196","02","1","01","1","1","69","2","","06","2","","6","08","07","1","1","31","1",604,"450","0004539"
"29196","02","1","02","7","1","73","2","","08","5","","6","20","09","","1","31","1",604,"450","0004539"
"29197","03","1","01","1","1","55","2","","06","3","","5","07","08","","1","31","1",604,"450","0004539"
"29197","03","1","02","2","2","52","2","","04","3","","5","02","09","1","1","31","1",604,"450","0004539"
"29198","05","1","01","1","1","49","2","","08","5","","3","09","09","","1","31","1",604,"450","0004539"
"29198","05","1","02","6","2","82","2","","10","2","","3","16","02","1","1","31","1",604,"450","0004539"
"29198","05","1","03","7","2","22","2","","08","3","","6","01","12","","1","31","1",604,"450","0004539"
"29199","01","1","01","1","2","51","2","","03","3","","5","24","01","","1","31","1",594,"448","0004540"
"29199","01","1","02","2","1","49","2","","03","2","","5","25","07","","1","31","1",594,"448","0004540"
"29199","01","1","03","3","2","28","2","","06","3","","5","30","04","","1","31","1",594,"448","0004540"
"29199","01","1","05","3","2","24","2","","08","2","","1","21","05","","1","31","1",594,"448","0004540"
"29199","01","1","06","5","1","24","2","","03","3","","1","25","02","1","1","31","1",594,"448","0004540"
"29199","01","1","04","5","1","28","2","","06","2","","5","19","04","","1","31","1",594,"448","0004540"
"29200","02","1","01","1","1","56","2","","02","6","1","5","09","02","1","1","31","1",594,"448","0004540"
"29200","02","1","02","2","2","56","2","","03","3","","5","22","11","","1","31","1",594,"448","0004540"
"29200","02","1","03","3","2","28","2","","08","4","","6","25","06","","1","31","1",594,"448","0004540"
"29201","03","1","01","1","2","63","2","","03","3","","2","20","03","","1","31","1",594,"448","0004540"
"29201","03","1","04","4","1","13","2","","03","1","","6","","","","1","31","1",594,"448","0004540"
"29201","03","1","03","4","1","22","2","","08","2","","6","02","04","1","1","31","1",594,"448","0004540"
"29202","04","1","01","1","2","48","2","","03","3","","2","22","09","","1","31","1",594,"448","0004540"
"29202","04","1","03","3","2","28","2","","06","3","","6","12","06","","1","31","1",594,"448","0004540"
"29202","04","1","04","3","1","25","2","","03","3","","6","11","02","1","1","31","1",594,"448","0004540"
"29202","04","1","02","6","2","83","1","1","00","0","2","4","13","12","","2","31","1",594,"448","0004540"
"29203","05","1","01","1","2","46","2","","10","2","","3","10","10","1","1","31","1",594,"448","0004540"
"29203","05","1","04","3","1","12","2","","02","6","1","6","","","","1","31","1",594,"448","0004540"
"29203","05","1","03","3","1","15","2","","03","3","","6","","","","1","31","1",594,"448","0004540"
"29203","05","1","02","6","2","71","2","","04","3","","4","22","12","","1","31","1",594,"448","0004540"
"29204","01","1","01","1","1","47","2","","06","3","","5","15","07","1","1","31","1",685,"448","0004541"
"29204","01","1","02","2","2","37","2","","03","3","","5","09","07","","1","31","1",685,"448","0004541"
"29204","01","1","06","3","1","16","2","","06","1","","6","","","","1","31","1",685,"448","0004541"
"29204","01","1","07","3","1","14","2","","03","2","","6","","","","1","31","1",685,"448","0004541"
"29204","01","1","03","6","1","67","1","1","02","3","1","5","04","06","","1","31","1",685,"448","0004541"
"29204","01","1","04","6","2","57","1","1","02","1","1","5","04","11","","1","31","1",685,"448","0004541"
"29204","01","1","05","7","2","19","2","","03","3","","6","08","11","","1","31","1",685,"448","0004541"
"29205","02","1","01","1","2","53","2","","06","2","","5","23","01","1","1","31","1",685,"448","0004541"
"29205","02","1","03","2","1","53","2","","06","3","","5","21","12","","1","31","1",685,"448","0004541"
"29205","02","1","02","3","1","25","2","","08","4","","6","25","01","","1","31","1",685,"448","0004541"
"29206","03","1","01","1","1","55","1","1","02","6","1","5","16","09","1","1","31","1",685,"448","0004541"
"29206","03","1","02","2","2","53","1","1","02","3","1","5","28","07","","1","31","1",685,"448","0004541"
"29206","03","1","06","3","2","22","2","","06","3","","6","30","08","","1","31","1",685,"448","0004541"
"29206","03","1","03","3","2","36","2","","03","3","","5","19","09","","1","31","1",685,"448","0004541"
"29206","03","1","04","3","2","33","2","","03","3","","5","02","10","","1","31","1",685,"448","0004541"
"29206","03","1","05","3","2","29","2","","03","3","","3","08","09","","1","31","1",685,"448","0004541"
"29206","03","1","10","4","1","13","2","","02","6","1","6","","","","1","31","1",685,"448","0004541"
"29206","03","1","11","4","2","08","2","","02","2","1","","","","","1","31","1",685,"448","0004541"
"29206","03","1","09","4","1","13","2","","03","1","","6","","","","1","31","1",685,"448","0004541"
"29206","03","1","07","5","1","39","2","","06","3","","5","10","02","","1","31","1",685,"448","0004541"
"29206","03","1","08","5","1","36","2","","03","3","","5","13","09","","1","31","1",685,"448","0004541"
"29206","03","1","13","7","2","22","1","1","03","3","","6","27","05","","1","31","1",685,"448","0004541"
"29206","03","1","12","7","1","16","1","1","03","3","","6","","","","1","31","1",685,"448","0004541"
"29207","04","1","01","1","1","36","2","","03","3","","5","01","11","","1","31","1",685,"448","0004541"
"29207","04","1","02","2","2","33","2","","06","3","","5","13","03","1","1","31","1",685,"448","0004541"
"29207","04","1","03","3","1","15","2","","03","2","","6","","","","1","31","1",685,"448","0004541"
"29207","04","1","04","3","1","13","2","","03","1","","6","","","","1","31","1",685,"448","0004541"
"29207","04","1","05","3","1","04","","","","","","","","","","","31","1",685,"448","0004541"
"29208","01","1","01","1","1","60","2","","06","3","","5","13","08","1","1","31","1",723,"450","0004542"
"29208","01","1","02","2","2","62","2","","04","2","","5","15","02","","1","31","1",723,"450","0004542"
"29208","01","1","03","3","2","33","2","","03","3","","1","27","12","","1","31","1",723,"450","0004542"
"29208","01","1","05","4","2","12","2","","02","6","1","6","","","","1","31","1",723,"450","0004542"
"29208","01","1","06","4","2","15","2","","03","2","","6","","","","1","31","1",723,"450","0004542"
"29208","01","1","04","8","1","25","2","","99","9","1","1","09","09","","1","31","1",723,"450","0004542"
"29209","04","1","01","1","2","56","1","1","02","6","2","5","10","03","","2","31","1",723,"450","0004542"
"29209","04","1","03","2","1","54","2","","03","3","","5","17","12","","1","31","1",723,"450","0004542"
"29209","04","1","02","3","1","22","2","","08","4","","6","03","09","1","1","31","1",723,"450","0004542"
"29210","02","1","01","1","1","68","2","","00","0","1","2","05","06","1","1","31","1",616,"449","0004543"
"29211","03","1","01","1","1","27","2","","08","4","","5","07","10","1","1","31","1",616,"449","0004543"
"29211","03","1","02","2","2","25","2","","08","1","","5","25","07","","1","31","1",616,"449","0004543"
"29211","03","1","04","3","2","00","","","","","","","","","","","31","1",616,"449","0004543"
"29211","03","1","03","3","2","04","","","","","","","","","","","31","1",616,"449","0004543"
"29211","03","2","01","1","2","66","2","","03","2","","4","01","10","1","1","31","1",616,"449","0004543"
"29212","04","1","01","1","1","33","2","","06","2","","5","14","10","","1","31","1",616,"449","0004543"
"29212","04","1","02","2","2","34","2","","06","2","","5","27","04","1","1","31","1",616,"449","0004543"
"29212","04","1","03","3","2","12","2","","02","6","1","6","","","","1","31","1",616,"449","0004543"
"29212","04","1","05","3","1","05","2","","01","1","2","","","","","2","31","1",616,"449","0004543"
"29212","04","1","04","3","1","11","2","","02","5","1","","","","","1","31","1",616,"449","0004543"
"29213","05","1","01","1","2","36","2","","06","3","","3","09","06","1","1","31","1",616,"449","0004543"
"29213","05","1","02","3","1","17","2","","03","3","","6","","","","1","31","1",616,"449","0004543"
"29214","01","1","01","1","1","45","2","","06","2","","5","11","03","","1","31","1",553,"449","0004544"
"29214","01","1","02","2","2","37","2","","03","3","","5","11","09","1","1","31","1",553,"449","0004544"
"29214","01","1","04","3","2","18","2","","06","3","","6","12","09","","1","31","1",553,"449","0004544"
"29214","01","1","05","3","1","17","2","","03","3","","6","","","","1","31","1",553,"449","0004544"
"29214","01","1","03","6","1","80","2","","02","6","1","4","25","06","","1","31","1",553,"449","0004544"
"29215","02","1","01","1","1","67","2","","10","3","","6","26","09","1","1","31","1",553,"449","0004544"
"29216","03","1","01","1","1","63","2","","02","6","1","4","23","01","1","1","31","1",553,"449","0004544"
"29216","03","1","02","3","2","38","2","","03","3","","6","12","01","","1","31","1",553,"449","0004544"
"29216","03","1","03","3","2","30","2","","03","3","","6","17","06","","1","31","1",553,"449","0004544"
"29216","03","1","04","3","2","29","2","","03","3","","6","16","08","","1","31","1",553,"449","0004544"
"29217","04","1","01","1","2","80","1","1","02","5","1","4","29","09","1","1","31","1",553,"449","0004544"
"29218","05","1","01","1","1","57","2","","06","2","","5","28","02","1","1","31","1",553,"449","0004544"
"29218","05","1","02","2","2","58","2","","04","2","","5","07","06","","1","31","1",553,"449","0004544"
"29218","05","1","03","7","2","16","2","","06","1","","6","","","","1","31","1",553,"449","0004544"
"29219","02","1","01","1","1","59","2","","06","3","","5","07","05","","1","31","1",598,"449","0004545"
"29219","02","1","02","2","2","57","2","","08","4","","5","18","10","1","1","31","1",598,"449","0004545"
"29220","03","1","01","1","1","75","2","","02","3","1","5","14","02","","1","31","1",598,"449","0004545"
"29220","03","1","02","2","2","73","2","","03","3","","5","10","01","","1","31","1",598,"449","0004545"
"29220","03","1","03","3","1","46","2","","03","3","","2","30","10","1","1","31","1",598,"449","0004545"
"29221","04","1","01","1","2","65","2","","08","4","","2","13","08","1","1","31","1",598,"449","0004545"
"29221","04","1","02","3","1","30","2","","08","5","","6","04","10","","1","31","1",598,"449","0004545"
"29221","04","1","03","6","1","95","1","1","02","4","1","4","11","03","","1","31","1",598,"449","0004545"
"29222","05","1","01","1","2","63","2","","04","2","","4","11","10","","1","31","1",598,"449","0004545"
"29222","05","1","02","3","1","30","2","","08","3","","6","18","09","1","1","31","1",598,"449","0004545"
"29223","01","1","01","1","1","35","2","","08","5","","1","13","09","1","1","31","1",606,"450","0004546"
"29223","01","1","02","7","1","35","2","","08","5","","1","07","01","","1","31","1",606,"450","0004546"
"29224","03","1","01","1","1","53","2","","10","2","","6","20","05","","1","31","1",606,"450","0004546"
"29224","03","1","02","3","2","29","2","","08","5","","6","05","02","1","1","31","1",606,"450","0004546"
"29225","04","1","01","1","1","23","2","","08","3","","6","21","02","1","1","31","1",606,"450","0004546"
"29226","01","1","01","1","1","31","2","","08","4","","1","17","12","1","1","31","1",625,"450","0004547"
"29226","01","1","02","2","2","31","2","","08","5","","1","15","07","","1","31","1",625,"450","0004547"
"29227","02","1","01","1","1","55","2","","08","2","","1","02","05","1","1","31","1",625,"450","0004547"
"29227","02","1","02","2","2","50","2","","08","3","","1","25","06","","1","31","1",625,"450","0004547"
"29227","02","1","03","3","2","24","2","","10","2","","6","16","12","","1","31","1",625,"450","0004547"
"29228","03","1","01","1","2","51","2","","08","4","","5","22","09","","1","31","1",625,"450","0004547"
"29228","03","1","02","2","1","55","2","","08","5","","5","11","01","1","1","31","1",625,"450","0004547"
"29228","03","1","03","3","1","12","2","","02","5","1","6","","","","1","31","1",625,"450","0004547"
"29229","04","1","01","1","2","22","2","","08","2","","6","30","03","1","1","31","1",625,"450","0004547"
"29229","04","1","02","7","1","24","2","","06","3","","6","30","08","","1","31","1",625,"450","0004547"
"29230","05","1","01","1","2","37","2","","08","4","","5","11","12","1","1","31","1",625,"450","0004547"
"29230","05","1","03","3","1","04","","","","","","","","","","","31","1",625,"450","0004547"
"29230","05","1","02","7","2","18","2","","02","6","1","6","29","01","","1","31","1",625,"450","0004547"
"29231","01","1","01","1","1","66","2","","03","2","","5","26","08","1","1","31","1",607,"448","0004548"
"29231","01","1","02","2","2","53","2","","05","3","","5","03","12","","1","31","1",607,"448","0004548"
"29231","01","1","04","3","1","18","2","","06","1","","6","10","07","","1","31","1",607,"448","0004548"
"29231","01","1","03","3","1","24","2","","08","4","","6","29","12","","1","31","1",607,"448","0004548"
"29232","02","1","01","1","1","23","2","","03","3","","1","02","08","","1","31","1",607,"448","0004548"
"29232","02","1","02","2","2","19","2","","03","3","","1","07","09","1","1","31","1",607,"448","0004548"
"29232","02","1","03","3","2","05","2","","01","2","2","","","","","2","31","1",607,"448","0004548"
"29233","03","1","01","1","1","43","1","1","08","5","","1","18","09","1","1","31","1",607,"448","0004548"
"29233","03","1","02","2","2","38","2","","03","3","","1","24","06","","1","31","1",607,"448","0004548"
"29233","03","1","05","3","2","12","2","","02","4","1","6","","","","1","31","1",607,"448","0004548"
"29233","03","1","03","3","1","17","2","","06","2","","6","","","","1","31","1",607,"448","0004548"
"29233","03","1","07","3","2","05","2","","01","2","2","","","","","2","31","1",607,"448","0004548"
"29233","03","1","06","3","2","09","2","","02","3","1","","","","","1","31","1",607,"448","0004548"
"29233","03","1","04","3","1","13","2","","02","6","1","6","","","","1","31","1",607,"448","0004548"
"29234","04","1","01","1","2","51","2","","08","4","","1","12","05","1","1","31","1",607,"448","0004548"
"29234","04","1","03","3","2","08","2","","02","3","1","","","","","1","31","1",607,"448","0004548"
"29234","04","1","02","6","2","74","2","","06","3","","2","12","10","","1","31","1",607,"448","0004548"
"29235","05","1","01","1","1","46","2","","04","3","","5","17","06","","1","31","1",607,"448","0004548"
"29235","05","1","02","2","2","45","2","","04","3","","5","16","09","","1","31","1",607,"448","0004548"
"29235","05","1","04","3","1","15","2","","03","3","","6","","","","1","31","1",607,"448","0004548"
"29235","05","1","03","3","1","21","2","","08","2","","6","08","01","1","1","31","1",607,"448","0004548"
"29235","05","1","05","3","2","13","2","","03","1","","6","","","","1","31","1",607,"448","0004548"
"29236","03","1","01","1","1","35","2","","10","2","","5","19","06","1","1","31","1",665,"450","0004549"
"29236","03","1","02","2","2","35","2","","10","2","","5","28","01","","1","31","1",665,"450","0004549"
"29237","05","1","01","1","2","52","2","","06","3","","3","07","07","1","1","31","1",665,"450","0004549"
"29238","01","1","01","1","2","52","2","","07","3","","4","05","08","","1","31","1",1249,"447","0004550"
"29238","01","1","02","3","1","23","2","","08","3","","6","11","12","","1","31","1",1249,"447","0004550"
"29238","01","1","03","3","2","19","2","","06","3","","6","11","10","1","1","31","1",1249,"447","0004550"
"29238","01","1","04","6","2","80","2","","02","6","1","4","02","05","","1","31","1",1249,"447","0004550"
"29239","02","2","01","1","2","33","2","","07","1","","6","28","09","1","1","31","1",1249,"447","0004550"
"29239","02","2","02","8","1","32","2","","08","4","","6","22","08","","1","31","1",1249,"447","0004550"
